question,cypher,type,database,explanation,syntax_error,timeout,returns_results,no_cypher
Which organization has the highest number of employees?,"MATCH (o:Organization)
RETURN o.name AS organization, o.nbrEmployees AS numberOfEmployees
ORDER BY o.nbrEmployees DESC
LIMIT 1",Simple Aggregation Queries,companies,"This Cypher query retrieves the organization with the highest number of employees. It matches all nodes with the label `Organization`, then returns the name of the organization and the number of employees, ordered in descending order by the number of employees. The `LIMIT 1` clause ensures that only the organization with the highest number of employees is returned.",False,False,True,False
What are the top 3 articles by sentiment that mention an organization with a revenue of over 1 billion?,"MATCH (a:Article)-[:MENTIONS]->(o:Organization)
WHERE o.revenue > 1.0E9
RETURN a.title, a.sentiment, a.date
ORDER BY a.sentiment DESC
LIMIT 3",Simple Aggregation Queries,companies,"This Cypher query retrieves the top 3 articles by sentiment that mention an organization with a revenue of over 1 billion. Here's how it works:
1. `MATCH (a:Article)-[:MENTIONS]->(o:Organization)`: This part of the query matches articles that mention organizations.
2. `WHERE o.revenue > 1.0E9`: This filters the organizations to only those with a revenue greater than 1 billion.
3. `RETURN a.title, a.sentiment, a.date`: This returns the title, sentiment, and date of the articles.
4. `ORDER BY a.sentiment DESC`: This orders the results by sentiment in descending order, so the highest sentiment articles come first.
5. `LIMIT 3`: This limits the results to the top 3 articles.",False,False,True,False
Who are the investors of 'New Energy Group'?,"MATCH (o:Organization {name: ""New Energy Group""})<-[:HAS_INVESTOR]-(investor)
RETURN investor.name AS InvestorName, investor.id AS InvestorID",Simple Aggregation Queries,companies,"The Cypher query starts by matching the `Organization` node with the name ""New Energy Group"". It then traverses the `HAS_INVESTOR` relationship to find all nodes (which can be either `Person` or `Organization`) that are investors of ""New Energy Group"". Finally, it returns the names and IDs of these investors.",False,False,False,False
List the top 5 articles mentioning 'Accenture'.,"MATCH (a:Article)-[:MENTIONS]->(o:Organization {name: ""Accenture""})
RETURN a.title, a.date, a.author, a.siteName, a.summary
ORDER BY a.date DESC
LIMIT 5",Simple Aggregation Queries,companies,"This Cypher query retrieves the top 5 articles that mention the organization ""Accenture"". 

1. The `MATCH` clause finds articles (`a:Article`) that have a `MENTIONS` relationship to an organization (`o:Organization`) with the name ""Accenture"".
2. The `RETURN` clause specifies the properties of the articles to be returned: `title`, `date`, `author`, `siteName`, and `summary`.
3. The `ORDER BY` clause sorts the articles by their `date` property in descending order, ensuring the most recent articles are listed first.
4. The `LIMIT 5` clause restricts the results to the top 5 articles.",False,False,True,False
Which organizations have dissolved and are no longer operational?,"MATCH (o:Organization)
WHERE o.isDissolved = true
RETURN o.name AS organizationName, o.summary AS organizationSummary",Simple Aggregation Queries,companies,"This Cypher query retrieves the names and summaries of organizations that have dissolved and are no longer operational. The query starts by matching all nodes with the label `Organization`. It then filters these nodes to find those where the `isDissolved` property is set to `true`. Finally, it returns the `name` and `summary` properties of these organizations.",False,False,True,False
What organizations have 'Electronic Products Manufacturers' as their industry category?,"MATCH (o:Organization)-[:HAS_CATEGORY]->(ic:IndustryCategory {name: ""Electronic Products Manufacturers""})
RETURN o.name AS organizationName",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of organizations that have 'Electronic Products Manufacturers' as their industry category. Here's how it works:
1. The `MATCH` clause finds all `Organization` nodes that have a `HAS_CATEGORY` relationship to an `IndustryCategory` node with the `name` property set to ""Electronic Products Manufacturers"".
2. The `RETURN` clause specifies that we want to return the `name` property of these `Organization` nodes, labeled as `organizationName`.",False,False,True,False
List all the subsidiary companies of 'Accenture'.,"MATCH (parentOrg:Organization {name: ""Accenture""})-[:HAS_SUBSIDIARY]->(subsidiary:Organization)
RETURN subsidiary.name AS SubsidiaryName",Simple Aggregation Queries,companies,"This Cypher query starts by matching the `Organization` node with the name ""Accenture"". It then traverses the `HAS_SUBSIDIARY` relationship to find all subsidiary `Organization` nodes connected to ""Accenture"". Finally, it returns the names of these subsidiary organizations.",False,False,True,False
What are the first 3 cities that have organizations with more than 500 employees?,"MATCH (o:Organization)-[:IN_CITY]->(c:City)
WHERE o.nbrEmployees > 500
RETURN DISTINCT c.name
LIMIT 3",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of the first three distinct cities that have organizations with more than 500 employees. Here's a step-by-step breakdown of the query:

1. `MATCH (o:Organization)-[:IN_CITY]->(c:City)`: This part of the query matches all organizations and their associated cities.
2. `WHERE o.nbrEmployees > 500`: This filters the organizations to include only those with more than 500 employees.
3. `RETURN DISTINCT c.name`: This returns the names of the cities, ensuring that each city name is unique.
4. `LIMIT 3`: This limits the result to the first three cities.

By following these steps, the query ensures that only the relevant cities are returned based on the specified condition.",False,False,True,False
Which organizations are suppliers to 'Accenture'?,"MATCH (o:Organization {name: ""Accenture""})<-[:HAS_SUPPLIER]-(supplier:Organization)
RETURN supplier.name",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of organizations that are suppliers to 'Accenture'. Here's how it works:
1. `MATCH (o:Organization {name: ""Accenture""})` finds the node representing the organization 'Accenture'.
2. `<-[:HAS_SUPPLIER]-(supplier:Organization)` traverses the `HAS_SUPPLIER` relationship in the reverse direction to find all organizations that are suppliers to 'Accenture'.
3. `RETURN supplier.name` returns the names of these supplier organizations.",False,False,True,False
Which person has the most direct connections to other persons within the graph?,"MATCH (p:Person)-[:HAS_PARENT|:HAS_CHILD]->(other:Person)
WITH p, count(other) AS connections
RETURN p.name AS person, connections
ORDER BY connections DESC
LIMIT 1",Simple Aggregation Queries,companies,"This Cypher query aims to find the person with the most direct connections to other persons within the graph. Here's how it works:

1. `MATCH (p:Person)-[:HAS_PARENT|:HAS_CHILD]->(other:Person)`: This pattern matches any `Person` node `p` that has a `HAS_PARENT` or `HAS_CHILD` relationship to another `Person` node `other`.

2. `WITH p, count(other) AS connections`: This clause groups the results by each person `p` and counts the number of direct connections (`other` persons) they have. The count is stored in the `connections` variable.

3. `RETURN p.name AS person, connections`: This returns the name of the person and their number of connections.

4. `ORDER BY connections DESC`: This orders the results in descending order based on the number of connections.

5. `LIMIT 1`: This limits the result to the top person with the most connections.

The query effectively identifies the person with the highest number of direct connections to other persons in the graph.",False,False,True,False
What are the first 3 organizations mentioned in articles from 'MrWeb'?,"MATCH (a:Article {siteName: ""MrWeb""})-[:MENTIONS]->(o:Organization)
RETURN o.name
ORDER BY a.date
LIMIT 3",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of the first three organizations mentioned in articles from the site ""MrWeb"". Here's how it works:
1. `MATCH (a:Article {siteName: ""MrWeb""})-[:MENTIONS]->(o:Organization)`: This part of the query matches articles that have the `siteName` property set to ""MrWeb"" and finds the organizations mentioned in those articles.
2. `RETURN o.name`: This returns the names of the organizations.
3. `ORDER BY a.date`: This orders the results by the date of the articles, ensuring that the earliest articles are considered first.
4. `LIMIT 3`: This limits the results to the first three organizations.",False,False,True,False
Which organizations are both public and have a CEO named 'Julie Spellman Sweet'?,"MATCH (o:Organization)-[:HAS_CEO]->(p:Person {name: ""Julie Spellman Sweet""})
WHERE o.isPublic = true
RETURN o.name",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of organizations that are both public and have a CEO named 'Julie Spellman Sweet'. 

1. The `MATCH` clause finds organizations (`o:Organization`) that have a relationship `[:HAS_CEO]` with a person (`p:Person`) whose name is 'Julie Spellman Sweet'.
2. The `WHERE` clause filters these organizations to include only those where the `isPublic` property is `true`.
3. The `RETURN` clause outputs the names of these organizations.",False,False,False,False
List the organizations that are public and have a CEO who is a female.,"MATCH (o:Organization {isPublic: true})-[:HAS_CEO]->(ceo:Person)
WHERE ceo.summary CONTAINS ""female"" OR ceo.summary CONTAINS ""Female"" OR ceo.summary CONTAINS ""woman"" OR ceo.summary CONTAINS ""Woman""
RETURN o.name AS OrganizationName, ceo.name AS CEOName",Simple Aggregation Queries,companies,"This Cypher query retrieves the names of public organizations and their CEOs who are female. The query starts by matching organizations (`o`) that are public (`isPublic: true`). It then traverses the `HAS_CEO` relationship to find the associated CEO (`ceo`). The `WHERE` clause filters the CEOs based on the `summary` property containing keywords that indicate the CEO is female (e.g., ""female"", ""Female"", ""woman"", ""Woman""). Finally, the query returns the names of the organizations and their CEOs.",False,False,False,False
